review_text,rating_5,platform,sentiment_3
"Le vol aller du 16 janvier 2026 (Paris – Bamako) a enregistré un retard de 30 minutes. Initialement programmé à 00h55, nous avons atterri à 01h25.

En revanche, le vol retour du 8 février 2026 (Bamako – Paris) est arrivé à destination avec un retard de 6 heures par rapport à l’horaire Initialement programmé à 11h05, nous avons atterri à 17h05 à l’aéroport d’Orly.

Étant donné qu’elle a eu du retard au départ de Bamako, nous avons loupé notre correspondance à Casablanca.

Par ailleurs, la compagnie aérienne a refusé de nous fournir l’assistance nécessaire à l’aéroport de Casablanca pendant l’attente de notre départ, notamment des rafraîchissements et une restauration.

Le seul point positif, mis à part le fait d’être finalement arrivé à destination, a été de récupérer mes bagages (ce qui devrait être normal) A/R. D’autres n’ont pas eu cette chance.",1.0,Trustpilot,Negative
"j'ai voyagé le 08 janvier 2026 avec Royal Air Maroc d'Abidjan à Montréal avec escale de quelques heures à Casablanca. Quelques minutes avant l'embarquement à Abidjan, un agent de votre compagnie m' approché proposant de prendre ma valise à cabine afin de la mettre en soute. J'ai accepté sans hésiter. Arrivé à Montréal, je n'ai pas retrouvé ma valise. J'ai même porté une réclamation auprès des agents de Royal Air Maroc se trouvant à l'aéroport à Montréal. Cers derniers ont pris ma réclamation, mais, sans me remettre un reçu de réclamation. Ils m'ont juste communiqué un numéro de le numéro de téléphone suivant 514 636 2055 pour faire le suivi. Depuis le 9 janvier 2026, j'appel ce numéro sans réponse. J'ai plusieurs fois contacté des agents du service à la clientèle aucun n'arrive à résoudre ma préoccupation. J'essaie également de poser ma réclamation en ligne via le suite de la compagnie, mais impossible.
Le numéro du reçu qui m'a été remis à l'aéroport d'Abidjan pour ce bagage est AT 264803; vous le trouverez joint à ce courriel ainsi qu'une copie de ma carte d'embarquement.
NB: La valise perdu est de couleur orange. Aussi, mon lieu d'habitation est Winnipeg.
Je n'ai jamais connu situation pareil durant mes voyages.",1.0,Trustpilot,Negative
"Dommage trop chère pour moi et ma familles j'ai toujours préféré voyager avec la RAM mais j'arrête définitivement car c'est trop chère .
Dommage.",1.0,Trustpilot,Negative
"Rendez moi ma valise
Je ne suis pas algérienne ni sénégalaise dont mon avis est sans parti pris
C’est la première fois que je prenais cette compagnie suite à un vol initia raté avec Air France

Je ne vous prendrais plus jamais mais avant rendez moi ma valise",1.0,Trustpilot,Negative
7h20 de retard et une indemnisation de 40 €… quel honte de votre part,1.0,Trustpilot,Negative
"Vol direct annulé et remplacé par une correspondance imposée que nous avions refusée.
À cause du retard du premier vol, nous avons manqué le second sans aucune aide de la compagnie.

Transit à Casablanca totalement désorganisé, reprogrammation le lendemain (+14h de retard).
Hôtel fourni insalubre (cafards).
Service client qui refuse toute indemnisation financière et propose seulement des Miles.
Expérience très décevante, je déconseille fortement cette compagnie.",1.0,Trustpilot,Negative
"Cauchemar avec Royal Air Maroc. Valise non mise en soute et laissée à la porte d’embarquement. Incapable d’avoir un numéro de dossier pour faire le suivi avec eux. Seul référence est le World Tracer, mais qui semble inefficace. Même en partageant la localisation de la valise (air tag) il l’ignore. Service déplorable.",1.0,Trustpilot,Negative
"Expérience déplorable. La compagnie a effectué un prélèvement abusif de 195 € sur mon compte en 2022. J'ai obtenu gain de cause auprès du Médiateur du Tourisme qui a exigé le remboursement, mais Royal Air Maroc refuse tout simplement d'appliquer la décision ! Une compagnie qui ignore les décisions officielles et garde l'argent de ses clients indûment est une compagnie à éviter absolument. Ne prenez pas le risque.",1.0,Trustpilot,Negative
Nous avons subit un retard de 6h le 13 juillet 2025 vol At651 avec un changement d aéroport aucun cadre de la Ram pour géré la pagaille. Nous avons demandé les indemnités comme dit la loi et malgré la réclamation sur le site aucun interlocuteur ni indemnités je crois que c est une société qui ne respecte pas ces clients ni la loi européenne,1.0,Trustpilot,Negative
"De loin la pire expérience de vol de ma vie, et de très très loin. Retard énorme sur une correspondance à Casablanca, mais si seulement ce n'était que ça ! Enfin dans l'avion, assis à ma place et attendant depuis déjà un très long moment un steward viens me voir pour me demander de changer de place car je le cite ""je déstabilise l'appareil"".... J'avais une place hublot sur le le dernier siège de la dernière banquette au fond de l'avion, je pèse 65kg. Je lui dis que je ne comprends pas, il me dit ""il n'y a que des femmes de ce coté de là le l'avion, vous êtes un homme et devait changer de coté"", je regarde au dessus de la rangée et je vois des hommes et des femmes sur ma rangée, tout ça n'a aucun sens. Je lui réponds donc que je ne bougerais pas car je ne comprends pas ce qu'il me dit. Et là improbable, LE STEWARD me menace directement en me disant ""vous voulez qu'on appelle le pilote"", clairement je lui dis oui, et là d'autre passagers pètent un câble en disant ""laisse ta place qu'on en finisse"", probablement plus au courant de ce qu'il se passe. Je cède, honnêtement comme un imbécile, et on me met sur une place milieu. Quelques instants plus tard une femme en surpoids me remplace à ma place avec deux enfants. Un billet avait circulé pour trouver une place ? La femme voulait une place assise à coté des enfants (ce que je peux comprendre, dans ce cas il suffisait de demander tel quel) ? Dans tous les cas je n'oublierai jamais la malhonnêteté du procédé et je déconseille Royal Air Maroc à tous le monde.",1.0,Trustpilot,Negative
"Expérience extrêmement décevante avec Royal Air Maroc. Mon bagage a été perdu lors de mon voyage et, depuis, c’est le silence total de leur part.

Malgré plusieurs démarches, déclarations et tentatives de contact (emails, appels), aucune réponse concrète, aucun suivi sérieux, et surtout aucune solution proposée. On a l’impression d’être complètement ignoré une fois le vol terminé.

Perdre un bagage peut arriver, mais l’absence totale de communication et de professionnalisme est inacceptable pour une compagnie aérienne de cette envergure. Aucun sens du service client, aucune considération pour les passagers.

Je déconseille fortement Royal Air Maroc si vous tenez à vos effets personnels et à un minimum de respect en cas de problème.",1.0,Trustpilot,Negative
"Je suis revenu de la CAN à bord de la Royale Air Maroc et tout c'est super bien passé, bien installé, nourriture nickel et très bien reçu par le personnel à bord, Zéro problème ni de bagage ,ni de retard ou autre. Les commentaires negatifs proviennent sûrement d'algeriens !",5.0,Trustpilot,Positive
"J’ai contacté le service client pour demander un changement de date de billet. L’expérience a été extrêmement décevante. Le service est peu professionnel, sans aucune courtoisie, avec un ton qui donne l’impression de parler à quelqu’un sans formation au service à la clientèle.

Au lieu d’expliquer clairement les différentes options possibles ou de chercher une solution, on se contente d’annoncer des pénalités à payer, sans écoute ni accompagnement. Lorsque j’ai rappelé pour explorer une autre option — puisque mon problème n’était toujours pas réglé — on m’a répondu de manière déplacée que j’avais déjà appelé la veille et qu’il fallait “arrêter de les déranger”, alors que la situation restait non résolue, et ce, malgré une cause imputable à la compagnie elle-même.

Le service après-vente est pratiquement injoignable. Les formulaires de réclamation sur le site web dysfonctionnent pendant des jours, et lorsque cela entraîne un retard dans la démarche, la responsabilité est systématiquement rejetée sur le client.

Entre le site web défaillant, le service client et le service après-vente, tout semble conçu pour décourager les passagers plutôt que pour les aider. Une expérience frustrante et inacceptable pour une compagnie aérienne nationale.",1.0,Trustpilot,Negative
"je reçois un avoir étant donné qu'un vol a été déclassé par la ram, je veux faire une réservation, on me dit que mes avoirs reçus de la ram par mail ne sont pas valables, c'est hallucinant, personnel incompétent...",1.0,Trustpilot,Negative
"Vol de départ retardé à Paris Orly et j'ai raté ma Correspondence à Casablanca à cause de ce retard.
24hrs d'attente pour un autre vol sans solutions pour le Logement et nourriture pendant l'attente, Le jour de Noël!!
*Service client affreux. zéro politesse
* arrivé a ma destination avec une journée de retard, le 26/12/2025
*Valise n'est pas livrée jusqu'au 31 Décembre.
*Frais d'envoi de la valise à ma destination finale à mon coût",1.0,Trustpilot,Negative
Mon billet retour a été annulée sans mon accord alors que j’avais prévenu la compagnie de mon absence à l’allée je présente ce matin je suis pas enregistré sur la liste du vol retour j’ai jamais vue ça une vrai arnaque cette compagnie quand c’est pas les retard c’est le service à bord leur personnel n’est pas du tout formé au service c’est désolant,1.0,Trustpilot,Negative
"Bonjour Royal air Maroc, je ne reviens pas sur la malheureuse expérience que j'ai passée dans votre aéroport à Casablanca entre le dimanche 11 janvier et le lundi 12 janvier, je souhaite juste savoir quand est-ce que je reçois ma valise ? On m'a dit de 48 a 72h quelqu'un allait me téléphoner, je n'ai eu personne, ou est ma valise svp?",1.0,Trustpilot,Negative
"Royale air maroc n'est pas une bonne compagnie ! Au départ pour Agadir 4 heures de retard !
Et au retour au lieu de faire Agadir Paris
au dernier moment on nous a prévenu que on allait faire Agadir a Casablanca et ensuite Casablanca Paris !
Normalement on doit avoir un dédommagement
J'attends pour voir
Je n' y crois pas !!!!
Croissant les doigts",1.0,Trustpilot,Negative
"Nul : retard à l aller et au retour.
Mes 2 bagages n ont pas suivi à la courte correspondance. Depuis aucune nouvelle aucun suivi disponible et royal air maroc est aux abonnés absents. A fuir tres mauvaise expérience",1.0,Trustpilot,Negative
"Le 1 juin 2024, je prends le vol Toulouse Marrakech avec escale a Casablanca d '1h50. Arrivee a 23h50 a Marrakech , mon sac de trek n est pas sur le tapis a bagages..je vais porter reclamation de suite au guichet de l aeroport. Beaucoup de passagers du vol sont dans mon cas.je sors de l aeroport a 2h30 du matin.une chance, mon taxi m attends toujours depuis 23h50.
Le lendemain matin tôt je pars pour 1 trek d 1 semaine dans l Atlas.je dois acheter des produits pour palier a l absence du bagage : vetements ,pharmacie.
A la fin du trek, le 9 juin mon vol retour est de Ouarzazate Toulouse.
Je rentre sans mon bagage..je fais plusieurs reclamations aupres de la compagnie, des appels telephoniques.
Le 10 aout 2024 , l aeroport de Toulouse me telephone ,me disant que mon Bagage est a ma disposition.je crois rever..
J ai fais 300km aller retour pour aller le chercher.le bagage est intact.
Avec l aide de l association des consommateurs je fais 1 demande d indemnisation pour les produits achetes ,pour les frais A/R Toulouse et prejudice moral et materiel.
Le 20 mai 2025 ,enfin la compagnie repond et demande tous les justificatifs et le detail de mon compte bancaire.
A ce jour le 13 janvier 2026 , plus de nouvelles..
QUI ATTENDS N EST PAS PRESSÉ ,JE NE LACHE RIEN, JE CONTINUE MES DEMANDES",1.0,Trustpilot,Negative
"Catastrophique
Une perte de temps énorme pour me faire rembourser un billet d'avion que je n'ai jamais eu.
Je ne sais pas si je serais remboursé un jour.
À fois que je remplis un formulaire on ne trouve pas",1.0,Trustpilot,Negative
Pire service que j’ai vécu dans mes voyages. Très mauvaise expérience avec la RAM. Je regrette d’avoir choisi cette compagnie et ce sera ma dernière fois. Je déconseille fortement à toute personne cherchant un bon service à prix raisonnable. J’espère une amélioration à l’avenir. 😡,1.0,Trustpilot,Negative
Mon bagage a été perdu j’ai fais une réclamation et toujours pas de nouvelles premiere fois que je prend cet compagnie et premiere fois qu’on perd mon bagage,1.0,Trustpilot,Negative
"Pour commencer répondre aux réclamations .
Vol AR nous avons payé un supplément pour voyager confortablement et en sécurité avec notre petit chien en cabine et avons voyagé avec le sac de notre petit chien sur nos jambes pendant tout le vol faute de place au sol .
Et la cerise sur le gâteau mon épouse a du prendre son repas sur se sac de notre chien en équilibre
Malgré de nombreuses relances le silence est la règle sur royal air Maroc
Deux tickets
304 133 814 520
322 468 070 638
Je vais devoir saisir un médiateur afin d ´avoir au minimum le remboursement des places payés
C’est scandaleux pour une compagnie nationale
Da Silva jacinto",1.0,Trustpilot,Negative
J’avais réservé via un site partenaire mais royal air Maroc a annulé mon vol sans raison valable et n’a rien voulu savoir quand je leur ai demandé de me retrouver un autre vol. J’ai perdu la totalité de ce que j’avais payé pour mon logement à Marrakech sur 5 nuits.,1.0,Trustpilot,Negative
A fuir absolument ! Les employés se moquent ROYALEMENT des clients quelque soit leur état même les vieux en fauteuil roulant ne sont pas respectés. J'ai payé un surplus pour que ma mère soit bien placée elle a été reléguée sur un autre siège sans ménagement et laissée toute seule sur son fauteuil dans la zone de bagages. Sans l'aide des autres voyageurs elle ne pouvait pas quitter l'aéroport. Une honte pour une compagnie nationale dont le prix des billets est largement injustifié.,1.0,Trustpilot,Negative
"Je voyage très souvent, mais c’était ma première fois avec royal air Maroc.
Je voyage avec mes deux enfants en bas âges, ma belle sœur et mes beaux parents.
L’aller a eu 1h un retard + bagage en soute cassé en deux à l’arrivé à Casablanca, super…
Et alors le retour ……
Je passe prioritaire à l’embarquement vu que j’ai 2 enfants dont un de 8mois, premier problème on refuse qu’au moin ma belle soeur m’accompagne pour m’aider (valise cabine, poussette, bébé à porter, et ma deuxième fille à gérer..) elle doit faire la queue malgré que j’explique que ça va être trop compliqué pour moi, ils s’e fichent royal, soit je fais la queue, soit je monte seule (apparemment c’est grave si une personne passe prio avec moi, ça a l’air de chambouler le déroulement…….sans commentaire).
Je me retrouve a galérer jusqu’à l’avion, on me fait entrer dans un ascenseur ou finalement j’attends dans un coin (pourquoi je ne sais pas, on ne m’ouvre pas la porte) et je vois tout les passagers passé devant moi à travers la porte vitré, je ne comprends donc plus trop la definition de « prioritaire » qui n’est visiblement pas la même pour eux !
A l’entrée de l’avion on me RE demande mes cartes d’embarquement, je dis que je connais ma place, comme je fais TOUT les mois quand je prends l’avion, et la, l’hôtesse m’oblige à lui montrer mes 3 cartes d’embarquements, qui étaient bien rangé dans mon sac pour pouvoir porter tout le reste, je dois poser mon bébé à deux doigt de tomber d’un siège pour fouiller mon sac, poser la poussette et la valise, gérer ma fille qui stresse parce qu’elle me voit en stresse et en sueur et puis PERSONNE pour m’aider, aucune amabilité, elle me regardait limite en rigolant ! Je reprends mon fils dans les bras, et la valise + poussette dans l’autre main (vous vous douter bien que l’hôtesse, au vue de son attitude déplorable) n’allait absolument pas m’aider!! Et pour ajouter à ça 30minutes de retard !
Aucun savoir vivre, aucune compassion.
Voilà voilà Franchement c’est ZÉRO.
Du jamais vu pour moi.
Si vous êtes seul encore pourquoi pas .. si vous êtes mère ou père qui voyage seul, fuyez !!
Et j’ai oublié d’ailleurs le moment de l’enregistrement…. D’une lenteur… mais sérieusement, 30min pour nous enregistrer !!! Et en plus on nous fait des manières car la valise de mon bébé fait 13kg au lieu de 10 mais la mienne fait 18kg au lieu de 23 ! Mais vu qu’ils sont pas comme les autres, il ne cumulent pas les kg de toutes les valises eux, non il faut respecter chaque poids de chaque valise, comme si ça n’allait pas au même endroit !",1.0,Trustpilot,Negative
"Compagnie aérienne à fuir elle t’abandonne en escale pour te dire qu’il y a plus d’avion, une mère avec un enfant de 4 ans et on te
Il faut attendre deux jours pour rentrer, si tu veux rentrer plutôt, tu dois repayer un billet pour rentrer sur Paris, et je dois faire NANTES Paris en voiture pour les récupérerc’est une très mauvaise compagnie aérienne c’est la deuxième fois qu’elle nous fait le coup de plus ils se permettent de te gueuler dessus, je pense qu’il faut qu’ils retirent le nom Royal Air Maroc mais plutôt s’appeler la compagnie aérienne du bled",1.0,Trustpilot,Negative
A fuir!!! On paie le billet 1 bras et aucun serieu,1.0,Trustpilot,Negative
"L avion a eu une panne on a attendu 4 heure dans l avion puis ils nous on donner des coupon pour manger à l aéroport on a attendu 6 autres heures avant d avoir des informations et le bus a pris 3 heures pour arriver.
Aucune organisation.",1.0,Trustpilot,Negative
"J'ai fait mon vol en fin d'année 2025
J'avais juste mon sac à dos pour mon vol Marrakech-Paris (sans escale).
Vol en 737-800 avec un bon espacement pour les jambes.
Petit plus:repas servi pour un vol de 3h10 (2h50 au final) et des cadeaux aux enfants

Donc tres bon rapport qualité prix.Note de 5/5",5.0,Trustpilot,Positive
"Je confirme tous les avis que j'ai lu.
C'est une compagnie qui ne devrait pas exister car elle n'a aucun respect pour sa clientèle. Mon père y a perdu ses bagages d'une grande valeur il y a de cela 10ans env et depuis toute la famille privilégie pour le Mali, Corsair Air, Aigle Azur, Air Sénégal, Ethiopian qui sont largement plus professionnels,",1.0,Trustpilot,Negative
"Ne prenez jamais cette compagnie, jamais !!!!
Les salariés impolis ils pensent qu’on est pote et mon bagage n’est pas arrivé depuis 3 jours, ils me parlent mal, extrêmement mal. J’en ai marre. 3 jours à porter le même vêtement et à emprunter les t-shirts de mon frère. Je vous jure c’est la pire compagnie.",1.0,Trustpilot,Negative
Ce sont des voleurs un problème de vol mon mari s'est retrouvé à rentré le lendemain=une perte de salaire d'une journée une reorganistation pour aller le chercher a laeroport.et je suis en droit d'être indemnisé pour le préjudice il m'offre quoi?? Des points....mais pardon...je suis toujours en échange avec eux concernant cela,1.0,Trustpilot,Negative
"Heureusement que je peux pas mettre zéro sinon, je le ferai compagnie irrespectueux , avion, poubelle, personnel au sol, incompétent un an et demi de litige, bagages, toujours pas résolu une catastrophe, jamais au plus jamais cette compagnie.
Cette compagnie est à bannir",1.0,Trustpilot,Negative
C’est pire compagnie que voyage avec je devrais passer Noël avec ma famille au pays moi e ma femme je prie mon billet pour 23 décembre 2025 je arrive au Maroc ils sont change mon vol sans me avertir je me suis arrivé de paris pour partir vers Praia je reste sur place jusqu’à 24 décembre les soir pour partir alors que je achète une billet pour 23 je jamais vie ça ils respecte pas personne e a plus ils ont personne pour vous donner des informations pour te aidé a résoudre le problème c’est une compagnie de la merda,1.0,Trustpilot,Negative
"c’est vraiment la pire compagnie qui existe. Je vous assure ne vous rouez pas pour prendre un billet chez eux. J’ai 3 bagages de 23k sur un vol, dont 2 font 18 et un 29. Naturellement une compensation des poids des bagages doit se faire mais ils me disent non. Ils préfèrent me faire attendre 1h30 pour que les deux premiers bagages reviennent, au lieu de faire la compensation, afin que je rate mon vol. Je suis des plus écœurés et des plus déçus , c’est du jamais vu …",1.0,Trustpilot,Negative
"On ne peux attribuer 0 étoiles !! Service client inexistant, gestion des bagages scandaleuse

Expérience désastreuse avec Royal Air Maroc, et surtout avec leur service client totalement défaillant.

Suite à un vol avec la compagnie, plusieurs de nos bagages ont été perdus , et une valise nous a été restituée complètement détruite, contenant notamment des planches de surf gravement endommagées. L’un des bagages manquants contenait des médicaments indispensables, ce qui rend la situation particulièrement grave.

Depuis :
• Plus de 10 appels passés au service client
• 4 déplacements à l’aéroport, sans aucune solution proposée
• À chaque appel, on me demande un numéro de réclamation à 12 chiffres…
➡️ Impossible à obtenir, car leur formulaire de réclamation en ligne ne génère aucun numéro ni confirmation après soumission.

Résultat : aucun suivi possible, aucune prise en charge, aucune livraison des bagages, aucune indemnisation, aucune proposition de rappel.
À chaque passage à l’aéroport, au moins une dizaine de passagers étaient dans la même situation, abandonnés sans information.

C’est honteux pour une compagnie aérienne. Après avoir perdu et cassé des bagages, le minimum serait de mobiliser des équipes compétentes pour trouver une solution. Ici, c’est l’inverse : incompétence, opacité et mépris total des clients.

Je déconseille fermement Royal Air Maroc tant que leur service client et leur gestion des réclamations resteront à ce niveau.",1.0,Trustpilot,Negative
Royal air Maroc est une compagnie irrespectueuse. Elle ne respecte pas ces clients. Elle depose ses passagers sans leurs bagages à Abidjan et ne vous prévient pas. Mes 3 bagages sont dans leur main et ça ne les dérange pas qu'on reste sans bagages. Une compagnie à fuir. C'est une compagnie poubelle.,1.0,Trustpilot,Negative
"Royal air maroc pour une compagnie nationale vous êtes des imcapables. Retour de vols, ils m'ont perdu 2 fois ma valise en 5 jours. Le roi devrait mettre un peu son nez dans sa compagnie. Pour la coupe du monde de football il y aura des comptoirs ram qui vont prendre feu je pense.
La RAM limitez vous à vendre des babouches et encore pas sûr de vos compétences",1.0,Trustpilot,Negative
ROYAL CANIN VAUT MIEUX QUE ROYAL AIR MAROC RETARD DE VOL ET TOUS LES BAGAGES PERDU. AUCUNE EXPLICATION N'Y EXCUSE LAMENTABLE. ESPÉRONS UN DÉDOMMAGEMENT,1.0,Trustpilot,Negative
"je reserve un vol business, il supprime la classe business sur le vol, pas moyen d'avoir une réponse sur la remboursement de la différence, c'est du vol",1.0,Trustpilot,Negative
"Royal Air Maroc est une compagnie low cost avec des prix Air France.
Ils ont saccagé la poussette. Elle est bonne pour la casse. Une poussette à 1200€!!!!
Le pire? 0 réponse à ma réclamation qui a maintenant 3 mois.",1.0,Trustpilot,Negative
"Vraiment une compagnie de nul j ai voyager Douala Madrid avec escale a Casablanca il m'ont perdu mes valises
A l arrivée a Madrid on était au moins 50 passager a réclamer nos valises
Compagnie de voleur moi je vous déconseille cette compagnie d incompétent et si vous avez soucis avec déposer plainte il faut que cette compagnie ferme les portes ça vaux rien prenez brussels oui suisse",1.0,Trustpilot,Negative
La pire expérience que j ai vécu de ma vie je conseil tout le monde de pensée milles fois avant de voyage avec eux service clientèle 0 nourriture 0 la pire compagnie avec qui on peut faire affaire,1.0,Trustpilot,Negative
"À l'attention de Monsieur le Directeur Général,

Royal Air Maroc

Objet : Réclamation concernant le service à bord du vol AT500

Monsieur,

Je me permets de vous écrire en tant que Directeur Général de Dakar Jet Center concernant une situation inacceptable survenue lors de mon vol AT500, le 23 novembre 2025, où j’étais assis au siège 1F.

Il est très décevant de constater que, dans le cadre de l'organisation de la Coupe d'Afrique et de la Coupe du Monde en 2030, le service proposé par votre compagnie ne répond malheureusement pas aux attentes. J'ai observé que les toilettes situées à l'avant du Boeing 787 Dreamliner étaient systématiquement bloquées pour les passagers, réservant leur usage exclusivement aux membres d'équipage et aux pilotes. Cette situation a conduit les passagers, en particulier ceux de la classe affaires, à se rendre aux toilettes situées à l'arrière de l’appareil.

Je tiens à souligner que le comportement des PNC était inacceptable, manquant de professionnalisme et de respect envers les clients, en particulier les clients africains. Une telle attitude peut être perçue comme un manque de considération et peut nuire à l'image de votre compagnie.

Il est essentiel que Royal Air Maroc, en tant que fleuron du transport aérien au Maroc et représentant de notre pays à l'international, réforme sa politique et son approche en matière de service client. Les passagers africains méritent le même respect et la même courtoisie que ceux des autres régions du monde.

Je vous demande de bien vouloir prendre les mesures appropriées pour que de telles situations ne se reproduisent plus à l'avenir. Cela passe par une formation adéquate de vos équipages sur le respect et la considération envers tous les clients, car sans eux, Royal Air Maroc ne pourrait exister.

Dans l'attente de votre réponse, je vous prie d'agréer, Monsieur le Directeur, l'expression de mes salutations distinguées.

Modou Mbaye
Directeur Général, Dakar Jet Center",1.0,Trustpilot,Negative
"Expérience du 19/11/2025

Un scandale !

Une correspondance annulée à la dernière minute à Casablanca, il a était très compliqué d’avoir des informations, c’était limite de notre faute !!!

Le personnel de l’hébergement, pour passer la nuit, est très désagréable.

L’hôtel pour passer la nuit (le relax) est vraiment horrible, du bruit la nuit, la chambres à peine nettoyée, pas d’eau, pas de serviettes, nourriture à peine mangeable, on se moque de nous …

Première et dernière fois sûr Royal air Maroc.

Oubliez cette compagnie",1.0,Trustpilot,Negative
"Je n’ai jamais vécu une expérience aussi catastrophique qu’avec Royal Air Maroc. Vol en retard de plus de 3 heures, agression a l'enregistrement des bagages et payement de siège XL non attribué et non remboursé.
Aucune assistance, un service client totalement inexistant. On vous laisse vous débrouiller seul, pas la moindre excuse ou prise de responsabilité et en plus ils vous rejettent la faute.

C’est simple : dès que vous avez un problème, vous réalisez que cette compagnie n’assume absolument rien et n'est qu'une coquille vide.

Royal Air Maroc est aujourd’hui, selon mon expérience, la pire compagnie aérienne avec laquelle j’ai voyagé. Manque de professionnalisme, absence totale de considération pour les passagers, gestion médiocre… À fuir absolument.

Je déconseille fortement à quiconque souhaite voyager sereinement de réserver chez eux.

Vol AT932 Casablanca - Genève 26/08/2025",1.0,Trustpilot,Negative
"Avion annulé nous avons passés 24 heures dans l aéroport de Marrakech sans un sandwich ou une bouteille d eau offerte avec une personne de 75 ans
Vol ta 414
Pascal auvray",1.0,Trustpilot,Negative
"En quelques mots, sur ce site impossible de retrouver vos réservations et voyage passés. 0 miles cumulés depuis des mois, et obligé de fouiller dans les mails pour retrouver le reçu et avoir les informations de vol.
C'est à peine croyable d'être aussi mauvais! Evidement pour avoir de l'assistance il faut appeler un numéro payant, par mail ils ne répondent pas. Je ne recommande absolument pas.",1.0,Trustpilot,Negative
"Je souhaite vous faire part de mon mécontentement à la suite de mon expérience de ce jour à l’aéroport de Paris, lors de mon vol à destination d’Oujda.

En effet, j’ai été surpris d’apprendre que l’enregistrement en ligne ou via les bornes automatiques serait désormais obligatoire. À mon arrivée, il m’a été refusé de procéder à l’enregistrement au comptoir comme cela a toujours été possible par le passé.

Les agents de service sur place semblaient eux-mêmes débordés et n’ont pas pu me fournir de justification claire ni de preuve officielle indiquant qu’une telle mesure était en vigueur. Après vérification sur votre site internet, aucune mention ne figure quant à une obligation d’enregistrement exclusivement en ligne ou via borne pour les vols Royal Air Maroc au départ de Paris.

Je considère donc cette situation comme une source de confusion et de désagrément pour les passagers, notamment les personnes âgées ou celles peu à l’aise avec les outils numériques.

Je vous prie de bien vouloir me confirmer par écrit s’il existe effectivement une nouvelle procédure obligatoire d’enregistrement, et dans le cas contraire, de bien vouloir rappeler aux agents en aéroport les modalités normales d’accueil et d’assistance prévues pour vos clients.",1.0,Trustpilot,Negative
"Expérience désastreuse avec cette compagnie. Mes parents ont voyagé avec eux et la valise en soute de mon père n’est jamais arrivée. Il s’est retrouvé sans aucune de ses affaires à l’arrivée.

Une déclaration de perte a été faite immédiatement, mais sans aucun suivi. Quatre jours plus tard, on nous informe que la valise a été retrouvée et qu’elle serait livrée prochainement. Depuis, plus rien : plus de deux semaines se sont écoulées, sans nouvelles.

Nous avons appelé presque tous les jours, mais le service client se révèle totalement inefficace : personne ne sait où se trouve la valise, ni avec quel transporteur elle aurait été envoyée. Impossible d’obtenir la moindre information de suivi.

Mes parents ont dû tout racheter sur place, et le pire, c’est que leur séjour est désormais terminé sans qu’ils aient jamais reçu la valise. Malgré plusieurs mails et réclamations, aucune réponse concrète. Une expérience catastrophique que je déconseille fortement.",1.0,Trustpilot,Negative
"Compagnie escroc, qui s'en fou du client. 24h de retard dans leur avion et même pas ils veulent me fournir une attestation de retard.
A FUIR",1.0,Trustpilot,Negative
service pourri,1.0,Trustpilot,Negative
Une bande de clowns ! A quoi sa sert de nous faire venir 3h à l'avance pour qu'on est plus 1h de retards sans information. !!,1.0,Trustpilot,Negative
"Sur le vol d’hier, Casablanca, aucune annonce de la part de la Ram pour annoncer son retard de deux heures, pour la unième fois, aucun haut-parleur de l’aéroport, Transport, en bus, lamentable pour ce type de prestation, quant à la restauration, un sandwich à mettre direct à la poubelle, aucun passage d’une hôtesse, pour vendre un café, je dis bien vendre! Donc pas de café sur ce vol, une compagnie à éradiquer à tout prix, je retourne sur Airrarabia, ou Air France.",1.0,Trustpilot,Negative
"Lamentable !
J'avais le choix entre RAM et une compagnie low cost,
J'ai préféré payer plus cher et prendre une compagnie nationale pour être mieux servi.
Résultats plus jamais.
Avion vétuste,escale à Casa ,bus sans clim dans lequel on vous fait attendre et quand vous demandez au chauffeur pourquoi il n'y a pas de clim il vous répond qu'elle est en panne, alors que les habitués Marocain vous disent qu'il n'y a jamais de clim dans les bus.
Arrivé à Agadir manquais un bagage que nous avons du aller récupérer à nos frais.
Pas sûr d'avoir envie de retourner au Maroc.",1.0,Trustpilot,Negative
"PLUS JAMAIS
Nous avons raté notre correspondance à cause de leur laxisme et de leur retard et ils ne nous ont pas remboursé ou autre …
Pas la moindre compassion de la part du personnel. Informations contradictoires dans un sens puis dans l’autre…
Le Maroc est une belle destination mais si je dois y retourner, je crois que je préfère y aller en voiture plutôt que de redonner le moindre centime à ces incapables arrogants.",1.0,Trustpilot,Negative
"Très mauvaise expérience avec Royal Air Maroc. Mon frère a eu un problème avec son billet, et malgré de nombreuses relances et échanges, nous n’avons obtenu aucune solution concrète ni réponse claire. Le service client se renvoie la responsabilité, et il est presque impossible d’avoir un véritable interlocuteur compétent. C’est vraiment dommage pour une compagnie nationale censée inspirer confiance. J’espère que ce message fera réagir et qu’ils prendront enfin leurs clients au sérieux.
Voilà ce qu’il c’est passé
Deux incidents à Rabat-Salé les 19 et 20/08/25 avec la même agente d’escale.
Le 19, refus d’embarquement pour 2 min de retard → billet racheté (5 573 MAD) + jour de congé perdu.
Le 20, elle déchire sa carte d’embarquement devant témoins.
Je demande remboursement et indemnisation.malgré plusieurs relance et réclamation le service laisse impunément ses agents avoir le contrôle sur les passagers c’est inadmissible !!",1.0,Trustpilot,Negative
